GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Number of Wells,GCCS Capacity (cfm),Passive Venting/Flaring?,Latitude_orig,Longitude_orig,Nearest_Fiber_Distance_km,Fiber_Provider,Fiber_Technology,Fiber_Download_Speed,Fiber_Block_GEOID,Fiber_Source_File,Nearest_Fiber_Lat,Nearest_Fiber_Lon,Has_Fiber_Within_1km,Has_Fiber_Within_5km,Has_Fiber_Within_10km,Fiber_Locations_Within_10km,Connection_Complexity,Est_Underground_Pct,Est_Connection_Cost
,325.0,Imperial Waste Site,CA,1705 West Worthington Road,Imperial,Imperial,92251,32.84552,-115.68112,Public,"Imperial County, CA","Imperial County, CA",1970.0,2019.0,Closed,60.0,18.0,,,,171000.0,,1264.0,2004.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,32.84552,-115.68112,37.72453959649626,CenturyLink,50.0,100.0,120690304052073,10.csv,35.73189864993237,-118.32401412450793,False,False,False,0.0,Very High,20.0,565868.0939474439
,180.0,Independence Disposal Site,CA,End of Dump Road,Independence,Inyo,93526,36.7884,-118.17586,Public,Los Angeles Department of Water & Power (LADWP),Inyo County Integrated Waste Management,,2038.0,Open,40.0,,,,,100000.0,2004.0,525.0,2004.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,36.7884,-118.17586,12.321328167248296,CenturyLink,50.0,100.0,120690304052073,10.csv,35.73189864993237,-118.32401412450793,False,False,False,0.0,Very High,20.0,184819.92250872444
,335.0,Industry Hills Sheraton Resort,CA,#1 Industry Hills Parkway,Industry Hills,Los Angeles,91744,34.021,-117.92778,Public,"City of Industry, CA","City of Industry, CA",1960.0,1977.0,Closed,,155.0,120.0,,,3600000.0,,,,Unknown,Not used,No,,Yes,0.38,2003.0,50.0,Yes,,,,,,Unknown,34.021,-117.92778,15.896107510035153,Brightspeed,50.0,1000.0,010030109082075,1.csv,38.66370063649875,-121.20729136810236,False,False,False,0.0,Very High,20.0,238441.6126505273
,241.0,"Intermountain Landfill, Inc.",CA,,Hat Creek,Shasta,96013,33.433334,-114.75,Private,"Intermountain Landfill, Inc.","Intermountain Landfill, Inc.",,1993.0,Closed,4.0,,,,,40500.0,,0.0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,33.433334,-114.75,8.140542225259821,Valley Communications Association Inc,50.0,1000.0,320239604123132,29.csv,37.11416532787127,-121.65286416487818,False,False,True,8.0,High,40.0,162810.84450519644
1002886.0,181.0,John Smith Road Class III Landfill,CA,2650 John Smith Road,Hollister,San Benito,95023,36.825,-121.324,Public,"San Benito County Public Works, CA","Waste Connections, Inc.",1968.0,2028.0,Open,44.0,33.0,,,3130537.0,666000.0,2002.0,94647.0,2008.0,Unknown,Not used,No,0.371,Yes,0.322,2012.0,42.8,Yes,,0.322,2012.0,48.0,760.0,No,36.825,-121.324,65.52274270074038,AT&T,50.0,5000.0,481410103602007,44.csv,42.17148369929354,-120.35074439880172,False,False,False,0.0,Very High,20.0,982841.1405111057
1007128.0,182.0,Johnson Canyon SLF,CA,31400 Johnson Canyon Road,Gonzales,Monterey,93926,36.53167,-121.40667,Public,"Salinas Valley Solid Waste Authority, CA","Salinas Valley Solid Waste Authority, CA",1976.0,2066.0,Open,80.0,69.0,,35.0,14432453.0,4025090.0,2022.0,227172.0,2022.0,No,Not used,No,,Yes,2.319,2022.0,49.5,Yes,1.0,1.592,2022.0,120.0,800.0,No,36.53167,-121.40667,29.359486202088107,FiberLync,50.0,1000.0,511371101083015,47.csv,34.04082170045238,-117.2095583097401,False,False,False,0.0,Very High,20.0,440392.2930313216
,183.0,Jolon Road SLF,CA,,King City,Monterey,93930,36.16683,-121.13061,Private,Carmel Marina Corp,"Monterey County, CA",,1997.0,Closed,25.0,,,,,169200.0,,3860.0,1997.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,36.16683,-121.13061,6.322422647123963,Bluebird Network LLC,50.0,10000.0,290470221006093,26.csv,34.69323131822345,-118.09921735295632,False,False,True,10.0,High,40.0,126448.45294247926
1004011.0,184.0,Keller Canyon LF,CA,901 Bailey Road,Pittsburg,Contra Costa,94565,38.00472,-121.93611,Private,"Republic Services, Inc.","Republic Services, Inc.",1992.0,2067.0,Open,244.0,103.5,400.0,191.0,66198830.0,24405474.0,2022.0,1036546.0,2022.0,Yes,Several times per year,No,7.549,Yes,4.724,2022.0,50.8,Yes,2.0,3.279,2022.0,169.0,6120.0,No,38.00472,-121.93611,37.50891383298092,AT&T,50.0,5000.0,120990078472023,10.csv,33.90582226599235,-116.33917766135488,False,False,False,0.0,Very High,20.0,562633.7074947138
,185.0,Kelly Gulch Solid Waste Disposal Site,CA,,Sawyers Bar,Siskiyou,,41.32667,-123.154,Public,United States Department of Agriculture; United States Forest Service,"Siskiyou County, CA",,1994.0,Closed,1.0,,,,,10000.0,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,41.32667,-123.154,19.91293083888016,AT&T,50.0,1000.0,480850305182023,44.csv,33.191049573937015,-117.37442307819347,False,False,False,0.0,Very High,20.0,298693.9625832024
,186.0,Kennedy Meadows Disposal Site,CA,Goman Rd W Of Mountain Rd M-152,Johnsondale,Tulare,93207,35.991,-118.105,Public,United States Bureau of Land Management,"Tulare County, CA",,2002.0,Closed,10.0,,,,,25000.0,,0.0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,35.991,-118.105,60.46982914001983,Spectrum,50.0,1000.0,481410103713005,44.csv,42.18783267373802,-121.70699802370676,False,False,False,0.0,Very High,20.0,907047.4371002975
,187.0,Kern Valley LF,CA,,Kernville,Kern,93285,35.75,-118.433334,Public,United States Bureau of Land Management,"Kern County, CA",,1997.0,Closed,25.0,,,,,276507.0,,16700.0,1996.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,35.75,-118.433334,54.9889725391187,CTC,50.0,1000.0,271370155031272,24.csv,35.30678087753268,-119.00747630961388,False,False,False,0.0,Very High,20.0,824834.5880867805
1004037.0,265.0,Kiefer LF,CA,12701 Kiefer Boulevard & Grant Line Road,Sloughhouse,Sacramento,95683,38.52099,-121.1989,Public,"Sacramento County, CA","Sacramento County, CA",1967.0,2098.0,Open,660.0,335.0,,,117420098.0,34481556.0,2022.0,1132188.0,2022.0,No,Not used,No,14.4,Yes,7.837,2022.0,43.6,Yes,2.0,0.37,2019.0,351.0,13500.0,No,38.52099,-121.1989,74.02259279894348,Lumos,50.0,5000.0,370670028091093,34.csv,34.40246293412246,-117.51708507311872,False,False,False,0.0,Very High,20.0,1110338.8919841521
1007817.0,188.0,Kirby Canyon Recycling & Disposal Facility,CA,910 Coyote Creek Golf Drive,Morgan Hill,Santa Clara,95037,37.18507,-121.67109,Private,WM,WM,1986.0,2061.0,Open,311.0,83.2,338.0,,29608945.0,12993080.0,2022.0,598341.0,2022.0,Yes,Several times per year,No,4.293,Yes,2.46,2022.0,45.3,Yes,,2.46,2022.0,81.0,4080.0,No,37.18507,-121.67109,25.234457689892203,Allo Communications LLC,50.0,1000.0,311090037141053,28.csv,36.66182798804052,-121.75893282958071,False,False,False,0.0,Very High,20.0,378516.865348383
,189.0,L & D Landfill Company,CA,8635 Fruitridge Road,Sacramento,Sacramento,95826,38.528,-121.378,Private,Fruitridge Road Land Company,L & D Landfill Company,1977.0,2032.0,Open,,157.0,,,3618633.0,1453000.0,2002.0,222671.0,2004.0,Unknown,Not used,No,,Yes,0.504,2011.0,35.0,Yes,,0.504,2011.0,,,Unknown,38.528,-121.378,101.12864871314193,CenturyLink,50.0,100.0,120690304052073,10.csv,35.73189864993237,-118.32401412450793,False,False,False,0.0,Very High,20.0,1516929.730697129
,190.0,Lake City LF,CA,County Rd #15-C,Lake City,Modoc,96115,41.631,-120.116,Public,United States Bureau of Land Management,"Modoc County, CA",,1993.0,Closed,23.0,,,,,10000.0,,0.0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,41.631,-120.116,2.332589375942135,Verizon,50.0,940.0,100010402061123,8.csv,34.30150573591799,-118.40883110408858,False,True,True,10.0,Medium,60.0,58314.734398553366
1002134.0,191.0,Lamb Canyon Sanitary Landfill,CA,16411 Lamb Canyon Road,Beaumont,Riverside,92223,33.88389,-116.99722,Public,"Riverside County, CA","Riverside County, CA",1970.0,2050.0,Open,144.6,123.4,,100.0,27562500.0,13842713.0,2022.0,606756.0,2022.0,No,Not used,No,2.483,Yes,2.002,2022.0,48.9,Yes,1.0,2.002,2022.0,95.0,5500.0,No,33.88389,-116.99722,75.7481669356156,OzarksGo,50.0,2500.0,051430110032124,4.csv,35.34666287105331,-119.1383242764294,False,False,False,0.0,Very High,20.0,1136222.504034234
1007841.0,314.0,Lancaster Landfill,CA,600 East Avenue `F`,Lancaster,Los Angeles,93535,34.7474,-118.1165,Private,WM,WM,1954.0,2089.0,Open,209.0,123.9,,,22019305.0,8783782.0,2022.0,157713.0,2022.0,No,Not used,No,1.887,Yes,1.339,2022.0,35.4,Yes,1.0,1.339,2022.0,60.0,2000.0,No,34.7474,-118.1165,38.2664336298529,Blue Ridge Mountain Electric Membership Corporation,50.0,1000.0,370439501012074,34.csv,39.32946735695101,-120.17031406341266,False,False,False,0.0,Very High,20.0,573996.5044477935
1007424.0,192.0,Landers Sanitary Landfill,CA,"59200 Winters Road
1/2 mile E. of Avalon Avenue",Landers,San Bernardino,92285,34.24048,-116.38152,Public,"San Bernardino County, CA",,1965.0,2072.0,Open,92.0,44.0,,60.0,8195734.0,2867899.0,2022.0,75893.0,2022.0,No,Not used,No,0.495,No,,,,No,,,,,,No,34.24048,-116.38152,49.714487735954016,Ziply Fiber,50.0,6000.0,410050227074044,38.csv,34.141665811251286,-117.19530336287364,False,False,False,0.0,Very High,20.0,745717.3160393102
1002224.0,193.0,Las Pulgas LF,CA,"1 mi N of Camp Pulgas, off Basilone Road",Camp Pendleton (Mil Res),San Diego,92055,33.36444,-117.41921,Public,United States Marine Corps,United States Marine Corps,1972.0,2024.0,Open,21.0,,,,6274916.0,2174965.0,2022.0,25070.0,2022.0,Yes,Several times per year,No,,Yes,0.022,2022.0,55.1,Yes,,0.022,2022.0,11.0,500.0,Yes,33.36444,-117.41921,125.22392768065886,AT&T,50.0,1000.0,120990059602007,10.csv,42.17148369929354,-120.35074439880172,False,False,False,0.0,Very High,20.0,1878358.915209883
,195.0,Lava Beds Disposal Site,CA,,Tulelake,Siskiyou,96134,41.7,-121.46667,Public,United States Department of the Interior - National Park Service,United States Department of the Interior - National Park Service,,1995.0,Closed,1.0,,,,,10000.0,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,41.7,-121.46667,65.86642077476075,Allo Communications LLC,50.0,1000.0,311119599006035,28.csv,37.36203960014616,-120.5808095124636,False,False,False,0.0,Very High,20.0,987996.3116214114
,197.0,Lebec SLF,CA,300 Landfill Road,Lebec,Kern,93243,34.82697,-118.88773,Public,"Kern County, CA","Kern County, CA",,1991.0,Closed,32.0,,,,,584435.0,,19340.0,1990.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,34.82697,-118.88773,87.75016388259239,SLIC Network Solutions,50.0,1000.0,360191035126034,33.csv,40.454137308335625,-122.08683518747584,False,False,False,0.0,Very High,20.0,1316252.4582388857
,198.0,Lenwood-Hinkley Refuse Disposal Site,CA,37751 Lenwood Road,Lenwood,San Bernardino,92311,34.9355,-117.1183,Public,"San Bernardino County, CA","San Bernardino County, CA",1965.0,1997.0,Closed,50.0,,,15.0,540000.0,405000.0,,5640.0,1996.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,34.9355,-117.1183,32.049281956845526,LUS Fiber,50.0,1024.0,220399505007016,19.csv,39.26161257186162,-120.83796306947973,False,False,False,0.0,Very High,20.0,480739.2293526829
,199.0,Lewis Road SLF,CA,1010 Lewis Road,Pajaro,Monterey,95076,36.88083,-121.69944,Public,"Monterey County, CA","Monterey County, CA",1947.0,2002.0,Closed,14.5,,130.0,130.0,720460.0,443400.0,2002.0,24370.0,2001.0,Unknown,Not used,No,,Yes,0.094,2018.0,50.0,Yes,,0.094,2018.0,,,Unknown,36.88083,-121.69944,45.69592604003001,AT&T,50.0,5000.0,120610509032124,10.csv,35.34666287105331,-119.1383242764294,False,False,False,0.0,Very High,20.0,685438.8906004501
,200.0,Lone Pine Disposal Site,CA,End of Substation Road,Lone Pine,Inyo,93545,36.59421,-118.03495,Public,Los Angeles Department of Water & Power (LADWP),Inyo County Integrated Waste Management,,2087.0,Open,25.0,,,,,100000.0,2004.0,2494.0,2004.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,36.59421,-118.03495,18.64374679253276,AT&T,50.0,5000.0,120090713422064,10.csv,33.9556742380622,-117.33340505503529,False,False,False,0.0,Very High,20.0,279656.2018879914
1006107.0,201.0,Lopez Canyon SLF,CA,11950 Lopez Canyon Road,Sylmar,Los Angeles,91342,34.29028,-118.39111,Public,"City of Los Angeles, Bureau of Sanitation, CA","City of Los Angeles, Bureau of Sanitation, CA",1975.0,1996.0,Closed,152.0,90.0,200.0,200.0,19203287.0,19103290.0,1996.0,570035.0,1996.0,No,Not used,No,3.27,Yes,1.508,2022.0,47.5,Yes,7.0,0.297,2021.0,450.0,8750.0,No,34.29028,-118.39111,27.726227474314367,Frontier,50.0,5000.0,481130190491023,44.csv,33.689670985456445,-116.22286404299864,False,False,False,0.0,Very High,20.0,415893.4121147155
,202.0,Lost Hills SLF,CA,14251 Holloway Road,Lost Hills,Kern,93249,35.6311,-119.75732,Public,"Kern County, CA","Kern County, CA",1973.0,,Closed,25.0,7.0,,40.0,830800.0,82140.0,2009.0,1410.0,2000.0,Unknown,Not used,No,0.072,No,,,,No,,,,,,Unknown,35.6311,-119.75732,1.6604091442308877,Sharon Telephone Company,50.0,1000.0,191030104023091,16.csv,34.12891612556335,-117.43390094045692,False,True,True,10.0,Medium,60.0,41510.228605772194
,203.0,Loyalton LF,CA,"Garbage Pit Road
1 Mi E Loyalton",Loyalton,Sierra,96118,39.67,-120.22,Public,"Sierra County, CA","Sierra County, CA",1977.0,2017.0,Closed,21.0,,,,,56400.0,,2376.0,2004.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,39.67,-120.22,4.70176095193353,CenturyLink,50.0,940.0,040190040623031,3.csv,34.06791759591553,-118.4827618148439,False,True,True,10.0,Medium,60.0,117544.02379833825
,204.0,Lucerne Valley Disposal Site,CA,Camp Rock Road,Lucerne Valley,San Bernardino,92356,34.4307,-116.8542,Public,"San Bernardino County, CA","San Bernardino County, CA",1965.0,1993.0,Closed,6.0,,,,60000.0,60000.0,,4580.0,1992.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,34.4307,-116.8542,4.4120456897355185,Quantum Fiber,50.0,940.0,040190040623031,3.csv,34.06791759591553,-118.4827618148439,False,True,True,10.0,Medium,60.0,110301.14224338796
,205.0,Madeline Disposal Facility,CA,,Madeline,Lassen,96119,41.05,-120.45333,Public,United States Bureau of Land Management,"Lassen Regional Solid Waste Management Authority, CA",,1997.0,Closed,10.0,,,,,10000.0,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,41.05,-120.45333,33.66192084606344,Bluebird Network LLC,50.0,10000.0,290470221006093,26.csv,34.69323131822345,-118.09921735295632,False,False,False,0.0,Very High,20.0,504928.81269095157
,206.0,Mariposa County SLF,CA,5593 Hwy 49 N,Mariposa,Mariposa,95338,37.50432,-120.0058,Public,"Mariposa County, CA",,,2081.0,Open,40.0,,,,,720000.0,,11331.0,2004.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,37.50432,-120.0058,5.791026059737572,AT&T,50.0,1000.0,371830541141053,34.csv,36.66182798804052,-121.75893282958071,False,False,True,10.0,High,40.0,115820.52119475143
,336.0,Marsh Road LF,CA,"1600 Marsh Road
North End Of Marsh Road at Bayfront Expwy",Menlo Park,San Mateo,94025,37.4929,-122.1759,Public,"City of Menlo Park, CA","City of Menlo Park, CA",1960.0,1982.0,Closed,160.0,,,,,5000000.0,,272000.0,,Unknown,Not used,No,,Yes,1.15,,50.0,Yes,1.0,,,72.0,,Unknown,37.4929,-122.1759,29.49214615628824,AT&T,50.0,5000.0,484530024472023,44.csv,33.90582226599235,-116.33917766135488,False,False,False,0.0,Very High,20.0,442382.1923443236
,207.0,McCloud Community Services District LF,CA,Timber Road,McCloud,Siskiyou,96057,41.242,-122.132,Public,McCloud Community Services District,McCloud Community Services District,,1995.0,Closed,12.5,,,,,50000.0,,2150.0,1994.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,41.242,-122.132,15.846156217368437,Frontier,50.0,5000.0,180890418006045,15.csv,39.73549935185253,-121.85796408570778,False,False,False,0.0,Very High,20.0,237692.34326052654
,208.0,McCourtney LF,CA,14741 Wolf Mountain Road,Grass Valley,Nevada,95949,39.1726,-121.1121,Public,County of Nevada,County of Nevada,1972.0,1992.0,Closed,60.0,,,,,2182268.0,,0.0,,Unknown,Not used,No,,Yes,0.13968,,21.1,Yes,1.0,0.13968,,,,Unknown,39.1726,-121.1121,139.5565116973476,Quantum Fiber,50.0,940.0,120150105053222,10.csv,36.01120320474444,-115.1135131001396,False,False,False,0.0,Very High,20.0,2093347.6754602138
,209.0,McFarland-Delano SLF,CA,"Stradley Avenue
3 mi S. of Delano",Delano,Kern,93215,35.741,-119.254,Public,"Kern County, CA","Kern County, CA",1971.0,1992.0,Closed,37.0,37.0,60.0,60.0,1117000.0,1117000.0,,50900.0,1991.0,Unknown,Not used,No,,Yes,0.086,,50.0,Yes,,0.086,,,,Unknown,35.741,-119.254,59.83294464379031,Frontier,50.0,5000.0,481810011013085,44.csv,34.412358381445166,-119.7219768592254,False,False,False,0.0,Very High,20.0,897494.1696568547
1000366.0,210.0,Mead Valley Disposal Site,CA,22376 Forrest Road,Perris,Riverside,92570,33.7957,-117.2832,Public,"Riverside County, CA","Riverside County, CA",1974.0,1997.0,Closed,60.0,55.5,,150.0,2312837.0,2312837.0,,184386.0,1996.0,Unknown,Not used,No,0.764,Yes,0.317,2012.0,33.2,Yes,1.0,0.317,2012.0,45.0,400.0,No,33.7957,-117.2832,93.5746487238946,AT&T,50.0,5000.0,121270903074044,10.csv,34.141665811251286,-117.19530336287364,False,False,False,0.0,Very High,20.0,1403619.7308584189
,211.0,Mecca LF II,CA,"95250 66th Avenue
Box Canyon Road & Garfield Street",Mecca,Riverside,92254,33.57194,-116.00306,Public,"Riverside County, CA","Riverside County, CA",,,Open,19.0,,,,,72000.0,,2864.0,2004.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,33.57194,-116.00306,5.810391777434565,Silver Star Communications,50.0,1000.0,160010103431024,13.csv,37.51072887508716,-121.93390290310876,False,False,True,10.0,High,40.0,116207.83554869129
1003918.0,338.0,Mid-Valley Sanitary LF,CA,2390 N. Alder Avenue,Rialto,San Bernardino,92377,34.14333,-117.43,Public,"San Bernardino County, CA",BURRTEC,1958.0,2033.0,Open,410.0,409.0,300.0,150.0,74468246.0,27122097.0,2022.0,1076197.0,2022.0,Yes,Occasionally but not every year,No,4.816,Yes,3.65,2022.0,42.8,Yes,3.0,3.65,2022.0,264.0,4500.0,No,34.14333,-117.43,74.73516445911041,OzarksGo,50.0,2500.0,051430110032124,4.csv,35.34666287105331,-119.1383242764294,False,False,False,0.0,Very High,20.0,1121027.4668866561
1006293.0,213.0,Milliken SLF,CA,2050 S. Milliken Avenue,Ontario,San Bernardino,91761,34.0365,-117.5583,Public,"San Bernardino County, CA","San Bernardino County, CA",1957.0,1999.0,Closed,140.0,13.4,200.0,150.0,17400000.0,13973400.0,,13000.0,,No,Not used,No,,Yes,2.025,2022.0,26.3,Yes,2.0,2.025,2022.0,241.0,4000.0,No,34.0365,-117.5583,22.285246393334237,"Syringa Networks, LLC",50.0,100.0,160010105034104,13.csv,38.01892584734949,-121.28652335264222,False,False,False,0.0,Very High,20.0,334278.69590001355
,10141.0,Mission Canyon Landfill,CA,1801 & 2501 North Sepulveda Boulevard,Los Angeles,Los Angeles,90049,34.1102,-118.4824,Public,"Sanitation Districts of Los Angeles County, CA",,1960.0,1965.0,Closed,444.0,110.0,104.0,104.0,5300000.0,5300000.0,1965.0,1060000.0,1965.0,Unknown,Not used,No,0.17,Yes,0.16,2023.0,,Yes,1.0,0.16,2023.0,58.0,,Unknown,34.1102,-118.4824,6.916203806261402,Quantum Fiber,50.0,940.0,120690313093063,10.csv,32.804885450777235,-117.12655979821966,False,False,True,10.0,High,40.0,138324.07612522805
,337.0,Mission Hills,CA,12445 Mountaingate Drive,Los Angeles,Los Angeles,90049,34.1073,-118.4876,Private,American Golf Corp.; Barclay Hollander,Barclay Hollander,1960.0,1976.0,Closed,200.0,,,200.0,,21310000.0,,0.0,,Unknown,Not used,No,,Yes,4.0,,50.0,Yes,,,,,,Unknown,34.1073,-118.4876,32.000141044280895,Frontier,50.0,5000.0,481130190491023,44.csv,33.689670985456445,-116.22286404299864,False,False,False,0.0,Very High,20.0,480002.11566421343
,215.0,Mojave-Rosamond SLF,CA,400 Silver Queen Road,Mojave,Kern,93501,34.99336,-118.13881,Public,"Kern County, CA","Kern County, CA",1973.0,2123.0,Open,253.0,27.0,100.0,40.0,45000000.0,979470.0,2009.0,11400.0,2008.0,Unknown,Not used,No,0.072,No,,,,No,,,,,,Unknown,34.99336,-118.13881,101.03153928893859,Google Fiber,50.0,8000.0,290950139164031,26.csv,32.81055858665864,-116.90531073542152,False,False,False,0.0,Very High,20.0,1515473.0893340788
1004550.0,217.0,Monterey Peninsula SLF,CA,14201 Del Monte Blvd,Marina,Monterey,93933,36.71333,-121.76667,Public,"Monterey Regional Waste Management District, CA","Monterey Regional Waste Management District, CA",1966.0,2132.0,Open,315.0,113.6,270.0,120.0,56885736.0,14154230.0,2022.0,584283.0,2022.0,Yes,Several times per year,No,4.969,Yes,2.824,2022.0,49.7,Yes,,1.054,2022.0,142.0,4000.0,No,36.71333,-121.76667,10.006219959529478,Frontier,50.0,5000.0,480850316762012,44.csv,33.84370569419908,-117.84749247161426,False,False,False,0.0,Very High,20.0,150093.29939294216
,218.0,Morongo Disposal Site,CA,1/2 mile East of Highway 62,Morongo Valley,San Bernardino,92256,34.0557,-116.558,Public,"San Bernardino County, CA","San Bernardino County, CA",1979.0,1998.0,Closed,13.2,,,50.0,43194.0,43194.0,,6204.0,1996.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,34.0557,-116.558,8.405922188145535,AT&T,50.0,5000.0,484530024321025,44.csv,34.08949818895985,-118.06011724116344,False,False,True,10.0,High,40.0,168118.4437629107
1004052.0,220.0,Neal Road Recycling and Waste Facility,CA,1023 Neal Road,Paradise,Butte,95969,39.67425,-121.72929,Public,"Butte County, CA","Butte County, CA",1970.0,2047.0,Open,140.0,98.0,,,11697222.0,7388518.0,2022.0,186745.0,2022.0,No,Not used,No,2.04,Yes,1.342,2022.0,44.9,Yes,1.0,0.286,2022.0,87.0,1800.0,No,39.67425,-121.72929,34.764227491138854,Lumos,50.0,5000.0,370670028091093,34.csv,34.40246293412246,-117.51708507311872,False,False,False,0.0,Very High,20.0,521463.4123670828
,221.0,Needles Solid Waste Disposal Site,CA,13930 Needles Landfill Road,Needles,San Bernardino,92363,34.8526,-114.631,Public,"San Bernardino County, CA",City of Needles,1967.0,1994.0,Closed,50.0,,,,226944.0,226944.0,,1139.0,1994.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,34.8526,-114.631,3.2540146665836307,"Windstream North Carolina, LLC",50.0,1000.0,371790210133095,34.csv,32.61734006835418,-117.03104664289022,False,True,True,10.0,Medium,60.0,81350.36666459077
,222.0,New Cuyama SLF,CA,1/4 miles SW of New Cuyama,New Cuyama,Santa Barbara,93254,34.95,-119.7,Public,"Santa Barbara County, CA","Santa Barbara County, CA",,1997.0,Closed,8.0,,,,,50000.0,,0.0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,34.95,-119.7,13.915995473551815,Everfast Fiber,50.0,1000.0,200910535085014,17.csv,37.53903527460386,-122.29342686793854,False,False,False,0.0,Very High,20.0,208739.93210327724
,224.0,Newberry Springs Disposal Site,CA,"Poniete Drive
3 miles South of Highway 66",Newberry Springs,San Bernardino,92365,34.791,-116.66,Public,"San Bernardino County, CA","San Bernardino County, CA",1965.0,1991.0,Closed,6.0,,,20.0,13751.0,13751.0,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,34.791,-116.66,9.701105380682616,AT&T,50.0,5000.0,220570207045082,19.csv,34.15295363461749,-119.1808332828086,False,False,True,5.0,High,40.0,194022.10761365233
1006179.0,225.0,"Newby Island SLF Phases I, II, & III",CA,1601 Dixon Landing Road,Milpitas,Santa Clara,95035,37.45897,-121.94108,Private,"Republic Services, Inc.","Republic Services, Inc.",1938.0,2033.0,Open,298.0,235.0,72.0,,50808696.0,35860073.0,2022.0,1315544.0,2022.0,No,Not used,No,8.501,Yes,5.145,2022.0,47.1,Yes,2.0,5.145,2022.0,281.0,7400.0,No,37.45897,-121.94108,5.028032428702538,AT&T,50.0,5000.0,130570909093033,11.csv,37.40651631165866,-122.09259625741304,False,False,True,10.0,High,40.0,100560.64857405076
,226.0,Niland Cut & Fill Site,CA,8450 Cuff Road,Niland,Imperial,92257,33.27111,-115.49167,Public,"Imperial County, CA","Imperial County, CA",1941.0,2041.0,Open,100.0,,,,,50000.0,2004.0,507.0,2004.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,33.27111,-115.49167,41.412579326278255,Frontier,50.0,5000.0,060650432972023,5.csv,33.7220139185812,-118.29901926109127,False,False,False,0.0,Very High,20.0,621188.6898941739
,228.0,North Belridge Solid Waste Disposal Site,CA,,Lost Hills,Kern,93249,35.52613,-119.78603,Private,Aera Energy LLC,Aera Energy LLC,,2007.0,Closed,32.0,,,,,39761.0,,0.0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,35.52613,-119.78603,3.1970383346345304,AT&T,50.0,5000.0,484910203513024,44.csv,33.8071811825764,-118.37677825428032,False,True,True,10.0,Medium,60.0,79925.95836586326
1007197.0,227.0,North County SLF,CA,17720 East Harney Lane,Lodi,San Joaquin,95240,38.097,-121.10194,Public,"San Joaquin County, CA","San Joaquin County, CA",1991.0,2090.0,Open,185.0,55.0,,,30898996.0,4366706.0,2020.0,162069.0,2020.0,Yes,Several times per year,No,,Yes,0.382,2020.0,50.8,Yes,,0.382,2020.0,14.0,800.0,Yes,38.097,-121.10194,43.60745600084708,Frontier,50.0,5000.0,060650432972023,5.csv,33.7220139185812,-118.29901926109127,False,False,False,0.0,Very High,20.0,654111.8400127062
1007558.0,20794.0,North Miramar SLF,CA,5180 Convoy Street,San Diego,San Diego,92111,32.856,-117.162,Public,"City of San Diego, CA",,1973.0,1983.0,Closed,,,,,6901184.0,6901184.0,1983.0,627380.0,1983.0,No,Not used,No,0.707,Yes,0.042,2022.0,47.7,Yes,2.0,,,70.0,9340.0,No,32.856,-117.162,2.590017627775523,Frontier,50.0,5000.0,482090109232052,44.csv,34.195454427157976,-118.3842128756791,False,True,True,10.0,Medium,60.0,64750.440694388075
